profile_id,location,country,languages,cv_skills,industry_skills,function_skills,tags,education,experience,salary,day_rate,open_for_perm,open_for_project
1612,Munich,GERMANY,"[""ENGLISH""]","[""innovation strategy"", ""resourcefulness"", ""venture capital"", ""resilience"", ""corporate development"", ""entrepreneurship"", ""cyber risk"", ""reliability"", ""business to business"", ""emerging technologies"", ""construction"", ""coaching"", ""advising"", ""experimentation"", ""marketing"", ""ideation"", ""talent acquisition"", ""transformation (genetics)"", ""finance"", ""governance"", ""management"", ""leadership"", ""sales"", ""investments"", ""consulting"", ""innovation"", ""relationship management"", ""interim management"", ""operations"", ""organizational performance"", ""leadership development"", ""sustainable business"", ""talent development"", ""acting"", ""project management institute (pmi) methodology"", ""photography"", ""commercialization"", ""change management""]","[""FINANCIAL_SERVICES"", ""AGRICULTURE_AND_FORESTRY"", ""PROFESSIONAL_SERVICE_FIRMS"", ""INSURANCE"", ""DIGITAL_BUSINESS_MODELS""]","[""GENERAL_MANAGEMENT"", ""DIGITALISATION"", ""POST_MERGER_INTEGRATION"", ""M_AND_A_SUPPORT"", ""RESTRUCTURING"", ""ORGANISATIONAL_DESIGN"", ""GROWTH_STRATEGY"", ""CHANGE_MANAGEMENT"", ""GO_TO_MARKET_STRATEGY"", ""REMUNERATION_AND_INCENTIVE_STRUCTURE_OPTIMISATION""]","[""Due diligence"", ""Company Building"", ""Advisory Board"", ""Communication"", ""People management"", ""Change Management"", ""corporate strategy"", ""Stakeholder Management"", ""Strategic Thinking"", ""Corporate Venture Capital"", ""Managing Director"", ""Venture Studio"", ""Talent acquisition"", ""International work experience"", ""Post Merger Integration"", ""Startup investment"", ""Strategy development"", ""Digitalization"", ""Asset management"", ""Startup founding"", ""Entrepreneurial mind"", ""Analytical capabilities"", ""Vision development"", ""Resourcefulness"", ""Execution"", ""Connecting the dots""]","[{""title"" : ""Master of Business Administration"", ""organization_name"" : ""University of Mannheim"", ""start_date"" : ""1999-10-01"", ""end_date"" : ""2004-08-31"", ""city"" : ""Mannheim""}, {""title"" : ""Master of Business Administration"", ""organization_name"" : ""University Of Massachusetts At"", ""start_date"" : ""2002-08-01"", ""end_date"" : ""2003-05-31"", ""city"" : ""Dartmouth""}, {""title"" : ""Bankkaufmann"", ""organization_name"" : ""RETAIL BANK SPARKASSE RHEIN"", ""start_date"" : ""1997-08-01"", ""end_date"" : ""1999-09-01"", ""city"" : ""Bad Kreuznach""}, {""title"" : ""High School Diploma"", ""organization_name"" : ""EMANUEL-FELKE-GYMNASIUM IN"", ""start_date"" : ""1987-01-01"", ""end_date"" : ""1996-01-01"", ""city"" : ""Bad Sobernheim""}]","[{""title"" : ""GLOBAL HEAD OF CORPORATE VENTURE BUILDING"", ""organization_name"" : ""Munich Re"", ""start_date"" : ""2019-05-01"", ""end_date"" : null, ""city"" : ""Munich""}, {""title"" : ""INTERIM Chief Executive Officer"", ""organization_name"" : ""Agrifin"", ""start_date"" : ""2023-12-01"", ""end_date"" : null, ""city"" : ""Munich""}, {""title"" : ""Managing Director"", ""organization_name"" : ""1880FWD GMBH"", ""start_date"" : ""2022-07-01"", ""end_date"" : ""2024-10-31"", ""city"" : ""Munich""}, {""title"" : ""Managing Director"", ""organization_name"" : ""MR SERVICE GMBH"", ""start_date"" : ""2021-06-01"", ""end_date"" : ""2024-09-30"", ""city"" : ""München""}, {""title"" : ""Senior Innovation Manager"", ""organization_name"" : ""Munich Re"", ""start_date"" : ""2018-11-01"", ""end_date"" : ""2019-04-01"", ""city"" : ""Munich""}, {""title"" : ""Investment Director"", ""organization_name"" : ""Allianz X"", ""start_date"" : ""2015-03-01"", ""end_date"" : ""2017-03-01"", ""city"" : ""Munich""}, {""title"" : ""HEAD OF NEW DIGITAL BUSINESS BUILDING"", ""organization_name"" : ""Allianz Direct"", ""start_date"" : ""2014-03-01"", ""end_date"" : ""2018-10-01"", ""city"" : ""Munich""}, {""title"" : ""SENIOR INNOVATION & PARTNERSHIP MANAGER"", ""organization_name"" : ""Allianz SE"", ""start_date"" : ""2014-03-01"", ""end_date"" : ""2015-09-01"", ""city"" : ""Munich""}, {""title"" : ""SENIOR MANAGER & HEAD OF ORG DESIGN  PRACTICE"", ""organization_name"" : ""Capgemini Invent"", ""start_date"" : ""2005-03-01"", ""end_date"" : ""2014-03-01"", ""city"" : ""Munich, New York, Sydney""}]",ABOVE_250K,ABOVE_2000,TRUE,TRUE
1611,Hamburg,GERMANY,,"[""vertragsmanagement"", ""fließend"", ""wirtschaft"", ""finanzanalyse"", ""widerstandsfähigkeit"", ""wachstumsstrategien"", ""supply chain management"", ""performance management"", ""ermittlung"", ""lösung"", ""luxusgüter"", ""automobilelektronik"", ""zusammenarbeit"", ""änderungen"", ""sanierung"", ""kostenmanagement"", ""investitionen"", ""qualitätsmanagement"", ""qualitätssicherung"", ""prozessoptimierung"", ""verhandlung"", ""weniger"", ""planung"", ""zahlungsfähigkeit"", ""prozessmanagement"", ""umsatzsteigerung"", ""intelligence quotient (iq) testing"", ""management"", ""produktionsleitung"", ""profitables wachstum"", ""änderungsmanagement"", ""operative exzellenz"", ""supply chain"", ""wiederherstellung"", ""fixkosten"", ""suche"", ""bruttomarge"", ""einheiten""]","[""METALLURGY_AND_MINING"", ""PLANT_AND_MACHINERY"", ""ELECTRICAL_ENGINEERING"", ""SEMICONDUCTOR_AND_HARDWARE"", ""ENERGY_INDUSTRY""]","[""GENERAL_MANAGEMENT"", ""PROCESS_MANAGEMENT"", ""LEAN_MANAGEMENT"", ""RESTRUCTURING"", ""PRODUCTION_OPTIMISATION""]","[""Efficiency"", ""Analytical""]",,,NONE,FROM_1500_TO_2000,TRUE,TRUE
1610,Berlin und Werlte,GERMANY,"[""GERMAN"", ""ENGLISH""]","[""fließend"", ""cloud-migration"", ""automatisierung"", ""digitale transformation"", ""softwareentwicklung"", ""führung"", ""zeit"", ""softwaresysteme"", ""beratung"", ""innovation"", ""microsoft dynamics"", ""projektleistung"", ""projektmanagement"", ""softwarearchitektur"", ""scrum (software development)"", ""coaching"", ""leadership"", ""consulting"", ""finance"", ""operations"", ""management"", ""customer relationship management"", ""business development"", ""marketing"", ""transformation (genetics)"", ""mfg/pro (erp)"", ""analytics"", ""sap crm"", ""weiterbildung"", ""konsolidierung"", ""digitalisierung"", ""microsoft dynamics crm"", ""automatic data processing software (adp)"", ""wms (hydrology software)"", ""digital transformation management"", ""rexx (programming language)"", ""multi-cloud"", ""product lifecycle management"", ""lifecycle management"", ""managed services""]","[""PROFESSIONAL_SERVICE_FIRMS"", ""ENERGY_INDUSTRY"", ""WHOLESALE"", ""MEDIA_AND_ENTERTAINMENT"", ""SOFTWARE_AND_IT_SERVICES""]","[""POST_MERGER_INTEGRATION"", ""PRODUCT_DEVELOPMENT"", ""COMPLIANCE"", ""DIGITALISATION"", ""AGILE_PROJECT_MANAGEMENT"", ""PROCESS_MANAGEMENT"", ""CHANGE_MANAGEMENT"", ""IT_PROJECT_MANAGEMENT"", ""IT_ARCHITECTURE"", ""IT_STRATEGY""]","[""SAP"", ""IT infrastructure"", ""Coaching"", ""Mentoring"", ""M365"", ""Microsoft Business Central"", ""Kaizen"", ""CRM"", ""Legal Tech""]","[{""title"" : ""Diplom Informatiker"", ""organization_name"" : ""Universität Rostock"", ""start_date"" : ""1996-10-01"", ""end_date"" : ""2003-04-29"", ""city"" : ""Rostock""}]","[{""title"" : ""Manager Platforms & Integration"", ""organization_name"" : ""Arvato Systems Group"", ""start_date"" : ""2010-01-01"", ""end_date"" : ""2013-12-31"", ""city"" : ""Gütersloh, Leipzig, München und Rostock""}, {""title"" : ""Vice President Digital Transformation & IT"", ""organization_name"" : ""NW Technology GmbH"", ""start_date"" : ""2023-04-01"", ""end_date"" : null, ""city"" : ""Werlte""}, {""title"" : ""Senior Manager Strategy Consulting"", ""organization_name"" : ""Arvato Systems Group"", ""start_date"" : ""2016-11-01"", ""end_date"" : ""2017-04-30"", ""city"" : ""Gütersloh, Leipzig, München und Rostock""}, {""title"" : ""Senior Manager Digital Transformation Management"", ""organization_name"" : ""Arvato Systems Group"", ""start_date"" : ""2014-01-01"", ""end_date"" : ""2016-10-31"", ""city"" : ""Gütersloh, Leipzig, München und Rostock""}, {""title"" : ""Bereichsleiter Business Solutions"", ""organization_name"" : ""Cornelsen Verlag"", ""start_date"" : ""2017-05-01"", ""end_date"" : ""2022-12-31"", ""city"" : ""Berlin und München""}, {""title"" : ""Bereichsleiter Medienmanagement (ad interim)"", ""organization_name"" : ""Cornelsen Verlag"", ""start_date"" : ""2018-01-01"", ""end_date"" : ""2022-07-15"", ""city"" : ""Berlin und München""}]",FROM_150K_TO_200K,FROM_1500_TO_2000,TRUE,TRUE
1609,München,GERMANY,,"[""kommunikation"", ""präsentationen"", ""lösung"", ""produktionsplanung"", ""personalplanung"", ""vertragsmanagement"", ""sales"", ""supply chain management"", ""source (game engine)"", ""procurement"", ""bid management"", ""account management"", ""stakeholder management"", ""operations"", ""transformation (genetics)"", ""key account management"", ""inside sales"", ""business process reengineering"", ""finance"", ""sap supply chain management (scm)"", ""umsatzsteigerung"", ""simulation"", ""zusammenarbeit"", ""projektleistung"", ""vertragsverhandlung"", ""beratung"", ""reengineering"", ""führung"", ""innovation"", ""prozessoptimierung"", ""informationsmanagement"", ""preisstrategien"", ""research"", ""customer relationship management"", ""management"", ""thought leadership"", ""leadership"", ""digitalisierung"", ""investitionsentscheidungen"", ""profitables wachstum"", ""retention rate"", ""logistics"", ""category management"", ""supply chain"", ""operational excellence"", ""business process"", ""change management"", ""schärfung"", ""einkauf"", ""neu"", ""umsatzwachstum"", ""bereitschaft"", ""operation"", ""marktumfeld"", ""kundenentwicklung"", ""ausschreibung"", ""verkaufsförderung"", ""status"", ""go (programming language)""]",,,,,,NONE,NONE,TRUE,TRUE
1608,Berlin,GERMANY,"[""GERMAN"", ""ENGLISH""]","[""supply chain management"", ""e-commerce"", ""operations"", ""finance"", ""sap supply chain management (scm)"", ""management"", ""consulting"", ""people management"", ""supply chain"", ""merchandising"", ""logistics"", ""business intelligence""]","[""PRIVATE_EQUITY"", ""CONSUMER_GOODS"", ""DIGITAL_BUSINESS_MODELS"", ""POSTAL_SERVICE_AND_LOGISTICS""]","[""GENERAL_MANAGEMENT"", ""LEAN_MANAGEMENT"", ""ORGANISATIONAL_DESIGN"", ""GROWTH_STRATEGY"", ""SUPPLY_CHAIN_MANAGEMENT"", ""ECOMMERCE_AND_DIGITAL_MARKETING"", ""PROCUREMENT""]","[""Other software"", ""ERP""]","[{""title"" : ""PhD"", ""organization_name"" : ""WHU - Otto Beisheim School of Management"", ""start_date"" : ""2010-09-30"", ""end_date"" : ""2014-01-31"", ""city"" : ""Vallendar""}, {""title"" : ""Master"", ""organization_name"" : ""HHL Leipzig Graduate School of Management"", ""start_date"" : ""2005-08-31"", ""end_date"" : ""2007-07-30"", ""city"" : ""Leipzig""}]","[{""title"" : ""Chief Operating Officer"", ""organization_name"" : ""Mister Spex SE"", ""start_date"" : ""2022-08-01"", ""end_date"" : null, ""city"" : ""Berlin""}, {""title"" : ""Chief Operating Officer"", ""organization_name"" : ""Invincible Brands GmbH"", ""start_date"" : ""2020-07-01"", ""end_date"" : ""2022-03-31"", ""city"" : ""Berlin""}, {""title"" : ""Interim Chief Financial Officer"", ""organization_name"" : ""Invincible Brands GmbH"", ""start_date"" : ""2021-06-01"", ""end_date"" : ""2021-12-31"", ""city"" : ""Berlin""}, {""title"" : ""Vice President European Operations"", ""organization_name"" : ""Casper Sleep GmbH"", ""start_date"" : ""2016-03-01"", ""end_date"" : ""2020-03-31"", ""city"" : ""Berlin""}, {""title"" : ""Management Consultant"", ""organization_name"" : ""The Boston Consulting Group GmbH"", ""start_date"" : ""2007-11-01"", ""end_date"" : ""2016-01-31"", ""city"" : ""Berlin""}]",NONE,NONE,TRUE,FALSE
1606,,,,"[""agile software development"", ""microsoft excel"", ""salesforce"", ""systems development"", ""project management"", ""sap crm"", ""lead management"", ""financial consulting"", ""mfg/pro (erp)"", ""finance"", ""billing"", ""dashboard"", ""investments"", ""account management"", ""data analysis"", ""planning"", ""tableau (business intelligence software)"", ""sarbanes-oxley act (sox) compliance"", ""management"", ""fourgen computer-aided software engineering (case) tools"", ""restructuring (business)"", ""sales"", ""consulting"", ""growth strategies"", ""google sheets"", ""certified internal auditor"", ""audit risk"", ""process design"", ""business case"", ""sap business bydesign"", ""scuba diving"", ""business process"", ""value chain"", ""transparency (projection)"", ""sailing"", ""cash flow management"", ""transfer pricing"", ""diving"", ""process improvement"", ""internal control system""]",,,,,,NONE,NONE,TRUE,TRUE
1605,Koblenz,GERMANY,"[""ENGLISH"", ""GERMAN"", ""FRENCH""]","[""koordination"", ""wien"", ""zusammenarbeit"", ""e-commerce"", ""unified communications"", ""betrieb"", ""anwendungsentwicklung"", ""projektleistung"", ""problemmanagement"", ""interimsmanagement"", ""ermittlung"", ""linux"", ""projektplanung"", ""presales"", ""customer service desk"", ""vm (operating system)"", ""planung"", ""kapazitätsmanagement"", ""lösung"", ""telekommunikation"", ""führung"", ""incident-management"", ""ressourcen"", ""projektmanagement"", ""virtualisierung"", ""projektdokumentation"", ""digitale transformation"", ""project management office (pmo)"", ""transformation (genetics)"", ""communication"", ""customer relationship management"", ""servicenow"", ""finance"", ""device management"", ""sap crm"", ""agile software development"", ""sap basis"", ""management"", ""mobile device management"", ""fourgen computer-aided software engineering (case) tools"", ""national airspace system (nas)"", ""digitalisierung"", ""cloud services"", ""business case"", ""aviation"", ""php (scripting language)"", ""outsourcing"", ""service management"", ""storage area network (san)"", ""operations management"", ""change management"", ""ausschreibung"", ""teamviewer"", ""projektabläufe"", ""produkt management"", ""lieferantenbewertung"", ""imac"", ""operation"", ""basisstationen"", ""wasserkraft"", ""konsolidierung"", ""mobilfunknetzbetreiber"", ""strategische ausrichtung""]","[""INFRASTRUCTURE"", ""SOFTWARE_AND_IT_SERVICES"", ""TELECOMMUNICATION"", ""BANKING"", ""SPORTS_LEISURE""]","[""DUE_DILIGENCE"", ""DIGITALISATION"", ""RESTRUCTURING"", ""CARVE_OUT""]","[""business"", ""tools""]","[{""title"" : ""Vordiplom Nachrichtentechnik"", ""organization_name"" : ""FH Darmstadt"", ""start_date"" : ""1988-09-30"", ""end_date"" : ""1997-01-03"", ""city"" : ""Darmstadt""}]","[{""title"" : ""Operations Director"", ""organization_name"" : ""Plusnet"", ""start_date"" : ""2024-09-01"", ""end_date"" : ""2024-11-29"", ""city"" : null}, {""title"" : ""Restrukturierung des IT Betrieb (CIO Rolle)"", ""organization_name"" : ""All for One"", ""start_date"" : ""2023-04-01"", ""end_date"" : ""2024-05-01"", ""city"" : null}, {""title"" : ""CTO/COO"", ""organization_name"" : ""PYUR business (HL komm)"", ""start_date"" : ""2022-03-01"", ""end_date"" : ""2023-02-01"", ""city"" : ""Leipzig""}, {""title"" : ""Service Management Specialist"", ""organization_name"" : ""FI-TS"", ""start_date"" : ""2019-10-01"", ""end_date"" : ""2022-03-01"", ""city"" : ""München/Haar""}, {""title"" : ""IT Service Desk Manager"", ""organization_name"" : ""Teamviewer"", ""start_date"" : ""2018-10-01"", ""end_date"" : ""2019-05-01"", ""city"" : ""Göppingen""}]",NONE,FROM_1200_TO_1500,TRUE,TRUE
1604,Potsdam,GERMANY,,"[""vergrößerung"", ""budgetierung"", ""buchhaltung"", ""ermittlung"", ""wachstumsstrategien"", ""führungen"", ""schwerpunkt"", ""umsatzsteigerung"", ""fließend"", ""produktentwicklung"", ""business development"", ""private banking"", ""corporate finance"", ""finance"", ""business to business"", ""due diligence"", ""connected devices"", ""investments"", ""transformation (genetics)"", ""unternehmensberatung"", ""umsatzwachstum"", ""einkauf"", ""joint ventures"", ""lagerung"", ""unternehmenssteuerung"", ""herstellung"", ""neu"", ""wirtschaftsplanung"", ""banking""]","[""PLANT_AND_MACHINERY"", ""SOFTWARE_AND_IT_SERVICES"", ""MEDICAL_DEVICES"", ""CHEMISTRY""]","[""MARKET_ENTRY_STRATEGY"", ""MARKETING_SIZING"", ""POST_MERGER_INTEGRATION"", ""M_AND_A_SUPPORT"", ""RESTRUCTURING"", ""BUSINESS_UNIT_STRATEGY"", ""CHANGE_MANAGEMENT"", ""GENERAL_MANAGEMENT"", ""CONTROLLING_AND_PERFORMANCE_MEASUREMENT_SYSTEMS"", ""GROWTH_STRATEGY""]","[""Change Management"", ""leadership"", ""Loesungsorientierung"", ""Kommunikationsstaerke"", ""Verhandlungsfaehigkeit"", ""Netzwerkorientierung"", ""Analytisches Denken"", ""Krisenmanagement""]","[{""title"" : ""Doctor of Science"", ""organization_name"" : ""European Business School,"", ""start_date"" : ""2001-04-01"", ""end_date"" : ""2008-11-01"", ""city"" : ""Oestrich-Winkel""}, {""title"" : ""Allgemeine Hochschulreife"", ""organization_name"" : ""Deutsche Schule Colegio Humboldt,"", ""start_date"" : ""1980-10-01"", ""end_date"" : ""1993-06-01"", ""city"" : ""Caracas""}, {""title"" : ""Diplom-Volkswirt"", ""organization_name"" : ""Universidad Carlos III.,"", ""start_date"" : ""1999-10-01"", ""end_date"" : ""2000-03-01"", ""city"" : ""Berlin""}, {""title"" : ""Diplom Volkswirt"", ""organization_name"" : ""Freie Universität Berlin"", ""start_date"" : ""1994-10-01"", ""end_date"" : ""2001-03-01"", ""city"" : ""Berlin""}]","[{""title"" : ""Leiter Wirtschaftlichkeit und Rechnungswesen"", ""organization_name"" : ""Robert Bosch España Fábrica"", ""start_date"" : ""2007-11-01"", ""end_date"" : ""2011-10-01"", ""city"" : null}, {""title"" : ""Produktcontroller"", ""organization_name"" : ""Robert Bosch GmbH Werk"", ""start_date"" : ""2004-05-01"", ""end_date"" : ""2007-10-01"", ""city"" : ""Stuttgart""}, {""title"" : ""Geschäftsführer (COO und interims-CFO)"", ""organization_name"" : ""MECOTEC GmbH"", ""start_date"" : ""2021-06-01"", ""end_date"" : null, ""city"" : ""Bitterfeld-Wolfen""}, {""title"" : ""VP South America"", ""organization_name"" : ""FUCHS PETROLUB SE"", ""start_date"" : ""2016-04-01"", ""end_date"" : ""2021-05-31"", ""city"" : ""Sao Paulo""}, {""title"" : ""Commercial Director"", ""organization_name"" : ""Mobility Media GmbH - Bosch Group"", ""start_date"" : ""2011-11-01"", ""end_date"" : ""2016-03-31"", ""city"" : ""Berlin""}]",FROM_200K_TO_250K,NONE,TRUE,TRUE
1603,Frankfurt am Main,GERMANY,,"[""presentations"", ""sales"", ""transformation (genetics)"", ""restructuring (business)"", ""credit facilities"", ""solvent"", ""customer relationship management"", ""advising"", ""business planning"", ""power bi"", ""value creation"", ""capital markets"", ""due diligence"", ""employee onboarding"", ""finance"", ""corporate finance"", ""business development"", ""management"", ""landscaping"", ""planning"", ""investment banking"", ""project management office (pmo)"", ""cooperation"", ""financial modeling"", ""niche markets"", ""outsourcing"", ""asset management"", ""refinancing"", ""gardening"", ""leveraged finance"", ""project management institute (pmi) methodology"", ""scenario analysis"", ""banking"", ""purchasing"", ""transparency (projection)"", ""equity capital markets""]","[""CONSTRUCTION_INDUSTRY"", ""POSTAL_SERVICE_AND_LOGISTICS"", ""AUTOMOTIVE_INDUSTRY""]","[""GENERAL_MANAGEMENT"", ""DUE_DILIGENCE"", ""M_AND_A_SUPPORT"", ""RESTRUCTURING"", ""CARVE_OUT"", ""BUSINESS_PLAN_DEVELOPMENT"", ""PROJECT_MANAGEMENT_OFFICE_PMO"", ""DEBT_ADVISORY"", ""CORPORATE_FINANCE""]","[""Powerpoint"", ""Excel"", ""Restructuring"", ""management"", ""consulting"", ""interim"", ""Top Management Consultancy"", ""Working Capital""]","[{""title"" : ""Master of Science"", ""organization_name"" : ""University Maastricht"", ""start_date"" : ""2001-09-01"", ""end_date"" : ""2004-08-01"", ""city"" : null}]","[{""title"" : ""Interim Managing Director/Chief Operating Officer"", ""organization_name"" : ""Greenovis GmbH/ Greenovis Group"", ""start_date"" : ""2024-05-01"", ""end_date"" : ""2024-12-01"", ""city"" : ""Langenfeld""}, {""title"" : ""Director of M&A and Business Development"", ""organization_name"" : ""KAP AG"", ""start_date"" : ""2022-02-01"", ""end_date"" : ""2024-03-01"", ""city"" : ""Fulda""}, {""title"" : ""Senior Vice President "", ""organization_name"" : ""AlixPartners GmbH"", ""start_date"" : ""2019-01-01"", ""end_date"" : ""2022-01-01"", ""city"" : ""Düsseldorf""}, {""title"" : ""Senior Manager"", ""organization_name"" : ""Deloitte GmbH Wirtschaftsprüfungsgesellschaft"", ""start_date"" : ""2017-03-01"", ""end_date"" : ""2018-12-01"", ""city"" : ""Frankfurt""}, {""title"" : ""Senior Project Manager"", ""organization_name"" : ""Roland Berger GmbH"", ""start_date"" : ""2010-04-01"", ""end_date"" : ""2017-02-01"", ""city"" : ""Frankfurt""}, {""title"" : ""Senior Associate"", ""organization_name"" : ""Sal. Oppenheim jr. & Cie KGaA"", ""start_date"" : ""2007-02-01"", ""end_date"" : ""2010-03-01"", ""city"" : ""Frankfurt""}]",FROM_200K_TO_250K,NONE,TRUE,TRUE
1602,Cologne,GERMANY,"[""ITALIAN"", ""GERMAN"", ""ENGLISH""]","[""kontinuierlicher verbesserungsprozess"", ""jira"", ""microsoft office"", ""kapazitätsplanung"", ""projektmanagement"", ""projektleistung"", ""adaptives lernen"", ""planung"", ""scrum (software development)"", ""operations"", ""miro"", ""microsoft project"", ""management"", ""trello"", ""neu"", ""italienisch"", ""gesammelt"", ""priorisierung"", ""wertschöpfungskette"", ""produkt management"", ""operations management""]","[""INSURANCE""]","[""TALENT_MANAGEMENT_AND_EMPLOYEE_DEVELOPMENT"", ""DIGITALISATION"", ""PROCESS_MANAGEMENT"", ""BUILDING_LEADERSHIP_SKILLS"", ""AGILE_PROJECT_MANAGEMENT"", ""PRODUCT_DEVELOPMENT"", ""IT_PROJECT_MANAGEMENT""]","[""management"", ""customerexperience""]","[{""title"" : ""Bachelor of Arts"", ""organization_name"" : ""Duale Hochschule Baden-Württemberg"", ""start_date"" : ""2011-10-01"", ""end_date"" : ""2014-09-30"", ""city"" : ""Stuttgart""}, {""title"" : ""Term abroad"", ""organization_name"" : ""Indian Institute of Management (IIM)"", ""start_date"" : ""2016-09-01"", ""end_date"" : ""2016-11-30"", ""city"" : ""Kozhikode""}, {""title"" : ""Master of Science"", ""organization_name"" : ""HHL Leipzig Graduate School of Management"", ""start_date"" : ""2014-10-01"", ""end_date"" : ""2016-08-31"", ""city"" : ""Leipzig""}]","[{""title"" : ""Head of Project Management"", ""organization_name"" : ""COGITANDA Dataprotect AG"", ""start_date"" : ""2021-03-01"", ""end_date"" : ""2025-01-31"", ""city"" : ""Cologne""}, {""title"" : ""Manager"", ""organization_name"" : ""Accenture GmbH"", ""start_date"" : ""2017-04-01"", ""end_date"" : ""2021-02-28"", ""city"" : ""Dusseldorf""}, {""title"" : ""Projektleiter"", ""organization_name"" : ""Allianz Deutschland AG"", ""start_date"" : ""2015-07-01"", ""end_date"" : ""2017-03-31"", ""city"" : ""Munich""}, {""title"" : ""Sachbearbeiter"", ""organization_name"" : ""Allianz Deutschland AG"", ""start_date"" : ""2014-02-01"", ""end_date"" : ""2015-06-30"", ""city"" : ""Munich""}]",FROM_100K_TO_150K,NONE,TRUE,TRUE
1600,Hamburg ,GERMANY,,"[""data security"", ""corporate development"", ""management"", ""software engineering"", ""performance improvement"", ""complexity reduction"", ""maintenance repair and operations (mro)"", ""twitter advertising"", ""fourgen computer-aided software engineering (case) tools"", ""simulations"", ""labor unions"", ""transformation (genetics)"", ""tanning"", ""restructuring (business)"", ""negotiation"", ""capital markets"", ""stakeholder management"", ""cost reduction"", ""construction"", ""acting"", ""physics"", ""value chain"", ""commercial management"", ""business case"", ""semiconductors"", ""aircraft maintenance""]",,,,,,NONE,NONE,TRUE,TRUE
1597,Düsseldorf,GERMANY,,"[""open platform"", ""transformation (genetics)"", ""negotiation"", ""business transformation"", ""electronics"", ""tcl (programming language)"", ""marketing"", ""user experience (ux) design"", ""management"", ""scale (map)"", ""renewable energy"", ""agile software development"", ""telecommunications"", ""renewable energy markets"", ""innovation"", ""business development"", ""consulting"", ""industrial design"", ""product marketing"", ""prioritization"", ""product management"", ""team management"", ""energy market"", ""product strategy""]","[""SEMICONDUCTOR_AND_HARDWARE"", ""TELECOMMUNICATION"", ""CONSUMER_ELECTRONICS"", ""ENERGY_INDUSTRY""]","[""GENERAL_MANAGEMENT"", ""PROJECT_MANAGEMENT_OFFICE_PMO"", ""BUSINESS_UNIT_STRATEGY"", ""PRODUCT_DEVELOPMENT"", ""PORTFOLIO_STRATEGY"", ""INNOVATION_MANAGEMENT""]","[""C Level Communication"", ""Innovation Management"", ""Business Development"", ""Strategic Partnerships"", ""Digital Ecosystems""]","[{""title"" : ""Bachelor of Economics"", ""organization_name"" : ""DHBW"", ""start_date"" : ""1994-01-01"", ""end_date"" : ""1997-01-01"", ""city"" : ""Mannheim""}]","[{""title"" : ""Senior Advisor"", ""organization_name"" : ""Self-Employed"", ""start_date"" : ""2023-01-01"", ""end_date"" : null, ""city"" : ""Düsseldorf""}, {""title"" : ""Chief Product Officer"", ""organization_name"" : ""Senec GmbH"", ""start_date"" : ""2021-04-01"", ""end_date"" : ""2023-03-31"", ""city"" : ""Leipzig""}, {""title"" : ""Director of Global Services"", ""organization_name"" : ""Vodafone Group"", ""start_date"" : ""2004-01-01"", ""end_date"" : ""2019-01-01"", ""city"" : ""Düsseldorf""}, {""title"" : ""Manager"", ""organization_name"" : ""Accenture"", ""start_date"" : ""1997-01-01"", ""end_date"" : ""2004-01-01"", ""city"" : null}]",ABOVE_250K,ABOVE_2000,TRUE,TRUE
1595,Berlin,GERMANY,,"[""zusammenarbeit"", ""praktikum"", ""smart"", ""yoga"", ""app"", ""führung"", ""planung"", ""beratung"", ""kommunikation"", ""verwaltung"", ""onboarding"", ""koordination"", ""marketingaktivitäten"", ""projektmanagement"", ""relationship management"", ""account management"", ""coaching"", ""business development"", ""customer relationship management"", ""scrum (software development)"", ""marketing"", ""licensing"", ""facebook"", ""sales"", ""connected devices"", ""priorisierung"", ""vermittlung"", ""chromecast"", ""strategische verhandlungen"", ""strategische planung"", ""pflege"", ""tiktok"", ""organic light-emitting diode (oled)"", ""soundcloud"", ""customer success management"", ""instagram stories"", ""video streaming""]","[""DIGITAL_BUSINESS_MODELS"", ""MEDIA_AND_ENTERTAINMENT""]","[""TALENT_MANAGEMENT_AND_EMPLOYEE_DEVELOPMENT"", ""SALES_AND_ACCOUNT_MANAGEMENT"", ""BUILDING_LEADERSHIP_SKILLS"", ""CHANGE_MANAGEMENT"", ""MARKETING_AND_COMMUNICATIONS_PLANNING""]","[""diversity"", ""inclusion""]","[{""title"" : ""Ausbildung zum Life Coach (DBCA)"", ""organization_name"" : ""Dr. Bock Coaching Akademie"", ""start_date"" : ""2018-05-01"", ""end_date"" : ""2024-11-20"", ""city"" : null}, {""title"" : ""Medienmanagement, Marketingmanagement Abschluss: Diplom Medienwirtin"", ""organization_name"" : ""Europa Fachhochschule Fresenius,"", ""start_date"" : ""2004-03-01"", ""end_date"" : ""2024-11-20"", ""city"" : ""Cologne""}]","[{""title"" : ""Key Account Sales Manager"", ""organization_name"" : ""Universal Music"", ""start_date"" : ""2015-08-01"", ""end_date"" : ""2022-01-01"", ""city"" : null}, {""title"" : ""Key Account Analyst"", ""organization_name"" : ""WATCHEVER (Video Streaming Service)"", ""start_date"" : ""2012-12-01"", ""end_date"" : ""2015-07-01"", ""city"" : null}]",NONE,NONE,TRUE,TRUE
